List,Order,Item,Context,Box,Gender,Condition,BoxName,GenderName,FirstDisplay,SecondDisplay
4,63,39,清洁工下方的啦啦队员在四号位。,2,0,1,two boxes,match,stimuli/E39_1_1.jpg,stimuli/E39_1_2.jpg
4,64,X36,马和电脑在橙子上方。,2,,,,,stimuli/X36_9_1.jpg,stimuli/X36_9_2.jpg
4,65,X03,五号位上有一盆仙人掌。,1,,,,,stimuli/X03_9_1.jpg,stimuli/X03_9_2.jpg
4,66,1,收银员旁边的王子在三号位。,2,1,2,two boxes,mismatch,stimuli/E01_2_1.jpg,stimuli/E01_2_2.jpg
4,67,X48,婴儿在一号位，和计算器在同一排。,1,,,,,stimuli/X48_9_1.jpg,stimuli/X48_9_2.jpg
4,68,X01,贝壳在六号位，罗勒和烤箱的下方。,2,,,,,stimuli/X01_9_1.jpg,stimuli/X01_9_2.jpg
4,69,8,新郎旁边的美发师在一号位。,1,1,4,one box,mismatch,stimuli/E08_4_1.jpg,stimuli/E08_4_2.jpg
4,70,X50,CD在五号位。,1,,,,,stimuli/X50_9_1.jpg,stimuli/X50_9_2.jpg
4,71,X18,蜜蜂在一号位，警察和巧克力的上方。,2,,,,,stimuli/X18_9_1.jpg,stimuli/X18_9_2.jpg
4,72,30,芭蕾舞者下方的占卜师在五号位。,2,0,1,two boxes,match,stimuli/E30_1_1.jpg,stimuli/E30_1_2.jpg
4,73,X47,礼物在五号位。,1,,,,,stimuli/X47_9_1.jpg,stimuli/X47_9_2.jpg
4,74,X05,狮子和滑梯在架子鼓下方。,2,,,,,stimuli/X05_9_1.jpg,stimuli/X05_9_2.jpg
4,75,13,秘书下方的女爵士在五号位。,1,0,3,one box,match,stimuli/E13_3_1.jpg,stimuli/E13_3_2.jpg
4,76,X14,六号位上有一位魔术师。,1,,,,,stimuli/X14_9_1.jpg,stimuli/X14_9_2.jpg
4,77,X54,楼梯在四号位。,1,,,,,stimuli/X54_9_1.jpg,stimuli/X54_9_2.jpg
4,78,29,矿工旁边的将军在一号位。,2,0,1,two boxes,match,stimuli/E29_1_1.jpg,stimuli/E29_1_2.jpg
4,79,X33,僧侣在三号位，排球运动员和李子的上方。,2,,,,,stimuli/X33_9_1.jpg,stimuli/X33_9_2.jpg
4,80,X35,牛在五号位，牙医的下方。,1,,,,,stimuli/X35_9_1.jpg,stimuli/X35_9_2.jpg
4,81,6,啦啦队员上方的士兵在三号位。,2,1,2,two boxes,mismatch,stimuli/E06_2_1.jpg,stimuli/E06_2_2.jpg
4,82,X39,皇冠和小丑在丑角的下方。,2,,,,,stimuli/X39_9_1.jpg,stimuli/X39_9_2.jpg
4,83,X44,叶子在五号位，教皇的下方。,1,,,,,stimuli/X44_9_1.jpg,stimuli/X44_9_2.jpg
4,84,28,消防员下方的魔女在四号位。,1,1,4,one box,mismatch,stimuli/E28_4_1.jpg,stimuli/E28_4_2.jpg
4,85,X37,三号位上有一张便签。,1,,,,,stimuli/X37_9_1.jpg,stimuli/X37_9_2.jpg
4,86,X42,竹子在一号位，打印机的上方。,2,,,,,stimuli/X42_9_1.jpg,stimuli/X42_9_2.jpg
4,87,35,修女上方的化妆师在一号位。,1,0,3,one box,match,stimuli/E35_3_1.jpg,stimuli/E35_3_2.jpg
4,88,X60,海盗在三号位，门的上方。,1,,,,,stimuli/X60_9_1.jpg,stimuli/X60_9_2.jpg
4,89,X57,宇航员在三号位，和灯泡在同一排。,2,,,,,stimuli/X57_9_1.jpg,stimuli/X57_9_2.jpg
4,90,32,足球运动员上方的清洁工在一号位。,2,1,2,two boxes,mismatch,stimuli/E32_2_1.jpg,stimuli/E32_2_2.jpg
4,91,X63,大巴在五号位。,1,,,,,stimuli/X63_9_1.jpg,stimuli/X63_9_2.jpg
4,92,X49,冰箱在六号位，蚂蚁的下方。,1,,,,,stimuli/X49_9_1.jpg,stimuli/X49_9_2.jpg
4,93,27,女爵士旁边的门童在二号位。,1,1,4,one box,mismatch,stimuli/E27_4_1.jpg,stimuli/E27_4_2.jpg
4,94,X46,锅盖在游泳运动员和维京人的下方。,2,,,,,stimuli/X46_9_1.jpg,stimuli/X46_9_2.jpg
4,95,X64,大象在一号位。,1,,,,,stimuli/X64_9_1.jpg,stimuli/X64_9_2.jpg
4,96,17,美发师旁边的新娘在四号位。,1,0,3,one box,match,stimuli/E17_3_1.jpg,stimuli/E17_3_2.jpg
4,97,X71,猪在六号位，杯子的下方。,2,,,,,stimuli/X71_9_1.jpg,stimuli/X71_9_2.jpg
4,98,X43,雨伞在水壶上方，水壶在六号位。,1,,,,,stimuli/X43_9_1.jpg,stimuli/X43_9_2.jpg
4,99,26,爷爷上方的男孩在二号位。,2,0,1,two boxes,match,stimuli/E26_1_1.jpg,stimuli/E26_1_2.jpg
4,100,X29,滑冰运动员旁边，有一杯鸡尾酒在二号位上。,1,,,,,stimuli/X29_9_1.jpg,stimuli/X29_9_2.jpg
4,101,X45,核桃在三号位，角斗士和微波炉的上方。,2,,,,,stimuli/X45_9_1.jpg,stimuli/X45_9_2.jpg
4,102,34,机械师旁边的修女在三号位。,1,1,4,one box,mismatch,stimuli/E34_4_1.jpg,stimuli/E34_4_2.jpg
4,103,X66,橄榄球运动员在二号位。,1,,,,,stimuli/X66_9_1.jpg,stimuli/X66_9_2.jpg
4,104,X12,屏幕在四号位，空乘和衣架的下方。,2,,,,,stimuli/X12_9_1.jpg,stimuli/X12_9_2.jpg
4,105,33,仙女下方的矿工在六号位。,2,1,2,two boxes,mismatch,stimuli/E33_2_1.jpg,stimuli/E33_2_2.jpg
4,106,X68,暖气和女服务员在同一排。,1,,,,,stimuli/X68_9_1.jpg,stimuli/X68_9_2.jpg
4,107,X76,熨斗和松鼠在绳子上方的六号位。,2,,,,,stimuli/X76_9_1.jpg,stimuli/X76_9_2.jpg
4,108,14,拳击手旁边的警长在六号位。,2,0,1,two boxes,match,stimuli/E14_1_1.jpg,stimuli/E14_1_2.jpg
4,109,X67,镊子在四号位，和猎人在同一排。,1,,,,,stimuli/X67_9_1.jpg,stimuli/X67_9_2.jpg
4,110,X70,麦克风在一号位。,2,,,,,stimuli/X70_9_1.jpg,stimuli/X70_9_2.jpg
4,111,12,巫师旁边的消防员在二号位。,1,0,3,one box,match,stimuli/E12_3_1.jpg,stimuli/E12_3_2.jpg
4,112,X07,印第安人在二号位，钉子的旁边。,1,,,,,stimuli/X07_9_1.jpg,stimuli/X07_9_2.jpg
4,113,X61,刺猬在三号位，西瓜的上方。,2,,,,,stimuli/X61_9_1.jpg,stimuli/X61_9_2.jpg
4,114,X73,和画家在同一排的是一张披萨。,1,,,,,stimuli/X73_9_1.jpg,stimuli/X73_9_2.jpg
4,115,23,泥瓦匠旁边的公主在五号位。,2,1,2,two boxes,mismatch,stimuli/E23_2_1.jpg,stimuli/E23_2_2.jpg
4,116,X75,锁在二号位，购物车和口哨的上方。,1,,,,,stimuli/X75_9_1.jpg,stimuli/X75_9_2.jpg
4,117,X11,植物在四号位，鳄鱼和打火机的下方。,2,,,,,stimuli/X11_9_1.jpg,stimuli/X11_9_2.jpg
4,118,38,门童上方的骑士在二号位。,1,0,3,one box,match,stimuli/E38_3_1.jpg,stimuli/E38_3_2.jpg
4,119,X51,六号位上有一只老鹰。,1,,,,,stimuli/X51_9_1.jpg,stimuli/X51_9_2.jpg
4,120,X04,五号位上，摩托车的下方，有一位歌手。,2,,,,,stimuli/X04_9_1.jpg,stimuli/X04_9_2.jpg
4,121,X77,柠檬在四号位。,1,,,,,stimuli/X77_9_1.jpg,stimuli/X77_9_2.jpg
4,122,21,水手下方的王后在六号位。,1,1,4,one box,mismatch,stimuli/E21_4_1.jpg,stimuli/E21_4_2.jpg
4,123,X78,蜡烛在三号位，养蜂人的上方。,2,,,,,stimuli/X78_9_1.jpg,stimuli/X78_9_2.jpg
4,124,X06,浴缸在二号位，饼干和保安的上方。,1,,,,,stimuli/X06_9_1.jpg,stimuli/X06_9_2.jpg
4,125,X74,二号位上有一张板凳。,1,,,,,stimuli/X74_9_1.jpg,stimuli/X74_9_2.jpg
4,126,20,裁缝旁边的仙女在五号位。,2,0,1,two boxes,match,stimuli/E20_1_1.jpg,stimuli/E20_1_2.jpg
